,adult,backdrop_path,genre_ids,id,origin_country,original_language,original_name,overview,popularity,poster_path,first_air_date,name,vote_average,vote_count,netflix_title
0,False,/hoVuI69nygLQBJ4FqgRKnukDeKt.jpg,"[10759, 10765]",106541,['US'],en,The Witcher: Blood Origin,"More than a thousand years before the world of The Witcher, seven outcasts in the elven world unite in a blood quest against an unstoppable power.",121.705,/vpfJK9F0UJNcAIIeC42oJyKMnZQ.jpg,2022-12-25,The Witcher: Blood Origin,6.86,513,Blood & Water
1,False,/8sdFdIdShfQboyyMNAMxnHGWEEe.jpg,"[80, 10759]",130523,['FR'],fr,Braqueurs : La série,"Mehdi, a qualified robber, and Liana, an apprentice thief, get involved in a turf war between drug dealers, and have to collaborate in order to save their loved ones.",32.101,/3E6IPkHH541ii41NKpU5loI4fcr.jpg,2021-09-24,Ganglands,7.082,134,Ganglands
2,False,/1vZNvInXpz6leDv1qQ5enFbgZ5O.jpg,"[99, 10764]",134678,['US'],en,Jailbirds New Orleans,"Feuds, flirtations and toilet talk go down among the incarcerated women at the Orleans Justice Center in New Orleans on this gritty reality series.",1.12,/pA7urHEBVDSJR7Cn7bANRbhwly7.jpg,2021-09-24,Jailbirds New Orleans,6.1,5,Jailbirds New Orleans
3,False,/mQEmKXSFlzBlSoYgut0VfjxAzoA.jpg,"[35, 18]",89113,['IN'],hi,कोटा फ़ैक्ट्री,"In a city of coaching centers known to train India’s finest collegiate minds, an earnest but unexceptional student and his friends navigate campus life.",10.965,/fMBookmwL6HjIgIVTjQ6EMr3pCH.jpg,2019-04-16,Kota Factory,8.089,62,Kota Factory
4,False,/4XbQb5YoWK9oMrlQdKwtZ1ccpC8.jpg,"[9648, 18, 10765]",97400,['US'],en,Midnight Mass,"An unsettling omen washes ashore in the wake of the storm. Later, when the locals gather for a potluck, tragedy strikes – and a miracle occurs.",30.31,/iYoMZYVD775MtBYJfv6OGY1FsnL.jpg,2021-09-24,Midnight Mass,7.588,582,Midnight Mass
5,False,/lQSNRUFmnsUxtOSaH0F4KHY6AlC.jpg,[],215598,['GB'],en,The Great British Baking Show Holidays,"Deck the halls with sugar, butter and chocolate as competitors from past seasons of ""The Great British Baking Show"" prepare sweet Yuletide treats for the show's judges.",0.6,/7GYVMH5SY2O8kq1fa4cvTpyLAxB.jpg,,The Great British Baking Show Holidays,0.0,0,The Great British Baking Show
6,False,/3xQf1HyqnEOhRP65hh3lKE5yNcb.jpg,[99],132013,[],it,"Vendetta: Truth, Lies and The Mafia","Sicily boasts a bold ""Anti-Mafia"" coalition. But what happens when those trying to bring down organized crime are accused of being criminals themselves?",2.629,/91A5GVW13g4SctllYK5SCBP3ajP.jpg,2021-09-24,"Vendetta: Truth, Lies and The Mafia",6.3,9,"Vendetta: Truth, Lies and The Mafia"
7,False,/e1OGESutD3wBRoHw3I280v6L5Ux.jpg,[80],132158,['TH'],th,มหานครเมืองลวง,"The six-episode series is centered around the wild world of Bangkok's road rescue services and Wanchai who is newly arrived in Bangkok and must unravel a city-wide conspiracy alongside a young, upstart journalist.",11.716,/nAru8tj4RXbLzDL3r89QoVyP6FY.jpg,2021-09-23,Bangkok Breaking,6.788,52,Bangkok Breaking
8,False,/4Uty2eaTb2ub4r4Pz4zCg0V0WDm.jpg,"[80, 99, 9648]",132583,['IN'],kn,Crime Stories: India Detectives,"With unprecedented access to the Bengaluru City Police, this gripping series follows major criminal investigations from the moment the crime is reported through to the capture of the suspects. From murder to kidnap to extortion, each film tracks a shocking and compelling case in the heart of India's Silicon Valley. Filmed with senior officers at home and at work, this is a unique window into the lives of Bengaluru's police officers as they attempt to detect the most complex and serious crimes in the city.",1.009,/69fchSB7zcYG6dIfWpIjwITD1jz.jpg,2021-09-22,Crime Stories: India Detectives,5.3,3,Crime Stories: India Detectives
9,False,/75FWLTNdFNwltHOaXVcAizarSE8.jpg,"[35, 18]",70767,['US'],en,Dear White People,"At a predominantly white Ivy League college, a diverse group of students navigate various forms of racial and other types of discrimination.",17.835,/thHk9AncE8g2Hsb1iK1xHnlq23j.jpg,2017-04-28,Dear White People,6.257,138,Dear White People
10,False,/vwsXyOGWOTVACbAjKOfKlQFO2OX.jpg,"[80, 10759]",82809,"['MX', 'US']",es,Falsa identidad,"Isabel and Diego, two complete strangers, must assume the identity of a married couple in order to flee the state of Sonora.",35.779,/rGIVID9KFrE6oMOtqost2Ccd9Co.jpg,2018-10-03,False Identity,7.5,512,Falsa identidad
11,False,/yfS1Mu8B0pKXwtWD9Ck9gw7L5MP.jpg,"[18, 10768]",127425,['ES'],es,Jaguar,"In 1960s Spain, a Holocaust survivor joins a group of agents seeking justice against the hundreds of Nazis who fled to the nation to hide after WWII.",12.345,/10tPBGrg1tM0Gck4db6NPwT6NfF.jpg,2021-09-22,Jaguar,7.154,68,Jaguar
12,False,/3YyEKgBBh1DOyQ22yiObLHwMRbO.jpg,"[99, 80]",132105,[],en,Monsters Inside: The 24 Faces of Billy Milligan,"In the late 1970s, an accused serial rapist claims multiple personalities control his behavior, setting off a legal odyssey that captivates America.",8.655,/w4BvMx1wNVYFLeXHuGm66OENZEh.jpg,2021-09-22,Monsters Inside: The 24 Faces of Billy Milligan,7.1,56,Monsters Inside: The 24 Faces of Billy Milligan
13,False,/lVVsPeqD4sQEBfRH9ELIlUQJibl.jpg,"[10768, 10759, 18]",66017,['TR'],tr,Diriliş: Ertuğrul,Ertuğrul Bey and the Knights Templar in the 13th century Alba and step and step with the struggle against brutal Mongols depicts the process of establishing the Ottoman principality.,21.203,/1TDwn95HYsVQzBuJTgsc2ZNhFg8.jpg,2014-12-11,Resurrection: Ertugrul,7.6,102,Resurrection: Ertugrul
14,False,/4ZQBTq0WghXYgsJO6vKtKNw5aBU.jpg,"[99, 10764]",95730,['AU'],en,Love on the Spectrum,Seven singles take their first steps into the world of dating; this uplifting four-part documentary follows young adults on the autism spectrum as they explore the unpredictable world of love and relationships.,2.396,/zMsuBnjsKDMUrAZ0Ey6Ux3bVtn7.jpg,2019-11-19,Love on the Spectrum,7.214,21,Love on the Spectrum
15,False,/2uboz6wlwIRLdY5HlJhFZ0xzq9g.jpg,"[16, 35]",130077,['US'],en,Chicago Party Aunt,Chicago Party Aunt Diane is an idolized troublemaker with a talent for avoiding adulthood — and a soft spot for her soul-searching nephew.,5.622,/2iGvVnhvIpzyPLqK18LvgQ3PgPk.jpg,2021-09-17,Chicago Party Aunt,6.2,56,Chicago Party Aunt
16,False,/eDCDAXdY6so6xgGX4fuBDjLnoN6.jpg,"[35, 18]",81356,['GB'],en,Sex Education,Inexperienced Otis channels his sex therapist mom when he teams up with rebellious Maeve to set up an underground sex therapy clinic at school.,108.27,/8j12tohv1NBZNmpU93f47sAKBbw.jpg,2019-01-11,Sex Education,8.319,6410,Sex Education
17,False,/2meX1nMdScFOoV4370rqHWKmXhY.jpg,"[10759, 9648, 18]",93405,['KR'],ko,오징어 게임,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games—with high stakes. But, a tempting prize awaits the victor.",96.659,/dDlEmu3EZ0Pgg93K2SVNLCjCSvE.jpg,2021-09-17,Squid Game,7.8,12616,Squid Game
18,False,,[],133863,[],en,Tayo and Little Wizards,upcoming english tv show,0.621,,2021-09-17,Tayo and Little Wizards,0.0,0,Tayo and Little Wizards
19,False,/lX1dyn87RkdAWu6pJ6sW4tHWfL8.jpg,"[16, 35, 10762, 10759]",154647,['US'],en,Angry Birds: Summer Madness,"Teen birds Red, Chuck, Bomb and Stella are crashing through Camp Splinterwood with their fellow feathered campers for a summer of high-flying hijinks!",10.378,/6ko4jfA5BrcRADDaAfMagZ4ZGpG.jpg,2022-01-28,Angry Birds: Summer Madness,7.3,88,Angry Birds
20,False,,"[16, 10759]",32035,['IN'],en,छोटा भीम,Chhota Bheem is an Indian animated series adventures about a boy named Bheem and his friends in fictional village of Dholakpur.Bheem and his friends are usually involved in protecting the village from various evil forces.,2.761,/tc4GJ8jg8Ji8OtUBGKUlClH0zLx.jpg,2008-12-31,Little Bheem,5.9,9,Chhota Bheem
21,False,/sSagbqN1FgOFBmI5cYjJahOGPc.jpg,"[16, 10759, 10765]",931,['US'],en,He-Man and the Masters of the Universe,"When Adam, Prince of the planet Eternia, raises his magic sword he transforms into He-Man (the most powerful man in the universe).  With his allies and friends, he battles the evil Skeletor and his minions to protect the secrets of Castle Greyskull.",19.687,/omwfYtYuz67f5cyYqh7CvfqkpO3.jpg,1983-09-05,He-Man and the Masters of the Universe,7.294,287,He-Man and the Masters of the Universe
22,False,/pY3o6c2wXVM8iDsvIrjoqyQ8ggS.jpg,[18],133762,[],en,The Smart Money Woman,"Meet Zuri. She's living a fabulous life. Great car, gorgeous apartment, well paid job. Meet Zuri. Broken down car, an apartment she cant afford, a job she's about to lose. What's a broke girl to do. With her best friends Tami (the flighty fashion designer), Lara (the tough oil and gas executive), Adesuwa (the conservative lawyer), and Ladun (the fabulous housewife), Zuri grows a little, learns a lot and navigates her way to making better financial decisions and building wealth. This show tackles, debt, spending, the consumerist culture of the African middle class, the fear and misconceptions surrounding money and the lack of it, love, friendships, cultural and societal pressures and the roles they play in success. With each episode comes a Smart Money Lesson, there to help you work your way up the financial ladder.",2.068,/kSifdgS3PR0hpatVt0IvtAskch9.jpg,2020-11-30,The Smart Money Woman,2.0,2,The Smart Money Woman
23,False,/teNaxVbauTq9fDMPgLGa4lr3H7H.jpg,[10751],13840,['DE'],de,Schloss Einstein,"Schloss Einstein is a long-running, popular German television series which is designed as a teenage soap opera. It portrays the lives of teenagers in Schloss Einstein, a fictional boarding school. The intended audience is 10- to 14-year-olds.

The series combines the genres of comedy, action, drama, and natural science. Scripts for the series are written by prominent television script writers.",57.599,/svzRA70GpGnV9p5EBrCZpqyidpQ.jpg,1998-09-04,Castle Einstein,7.667,6,Castle and Castle
24,False,,[],104975,[],en,Dharmakshetra,"After the end of 18 days war of Mahabharata, Pandavas and Kauravas reach the court of Chitragupta where they have to answer their actions of their past life. In each episode one of the character takes the centre stage to answer the questions asked by Chitragupta on behalf of the others.",1.493,/mMo5kK8FrKDSsqXOjiYe3H11ueJ.jpg,2014-11-19,Dharmakshetra,6.0,2,Dharmakshetra
25,False,/vxa8VrOpHgIBxXIVHmhe6SoEjVn.jpg,[10764],77791,['US'],en,Nailed It!,"Home bakers who have a poor track record in the kitchen seek redemption -- and cash -- on this series. In each episode, three contestants try their hand at re-creating edible masterpieces. The projects don't always turn out great, but whichever amateur baker comes closest to a successful dessert by the end of the episode takes home the $10,000 prize, which they might want to use on baking lessons. Comic Nicole Byer and renowned pastry chef Jacques Torres host. It's part reality contest, part hot mess.",17.033,/3wLAkbQu2Ld1rjiEeFvHnqmO5zN.jpg,2018-03-09,Nailed It!,7.255,47,Nailed It
26,False,/aiop2zcnKxMis5RdAFHGwiQXUWk.jpg,"[16, 10762]",106009,['GB'],en,Numberblocks,Learn how much fun counting can be with the Numberblocks - a fun-loving group of numbers who work together to solve problems big and small.,21.04,/uK2kxnVSMldR428e6RRb6ccdjHm.jpg,2017-01-23,Numberblocks,8.0,7,Numberblocks
27,False,,[99],101955,['IN'],hi,राजा रसोई और अन्य कहानियां,The history and significance of cuisine created in the royal kitchens of India.,1.913,/rNErg2qYVcm9DInwJeAkgSt2HtZ.jpg,2014-01-01,"Raja, Rasoi aur Anya Kahaniyaan",6.0,2,Raja Rasoi Aur Anya Kahaniyan
28,False,/d0nAuGAH5EIQDLTs7dJcQOubpha.jpg,"[10751, 35]",4345,['US'],en,Saved by the Bell,"Lovable schemer Zack Morris leads his pals on adventures at California's Bayside High School. The friends navigate relationships, final exams, school dances, breakups and more while frequently frustrating their principal, Mr. Richard Belding, who does his best to keep them in check.",13.892,/9YC576fs6XQR2pfPDJn4kcmG8T5.jpg,1989-08-20,Saved by the Bell,7.9,568,Saved by the Bell
29,False,/lHL75NHv9q8Psb4l95sjcC5EuIc.jpg,[18],67113,['IN'],hi,Stories by Rabindranath Tagore,"The characters of Tagore’s stories spring into life through the cinematic imagination of acclaimed filmmaker, Anurag Basu in ‘Stories By Rabindranath Tagore’. ‘Stories By Rabindranath Tagore’ shares with us the intricately etched characters created by the master himself and brought onto the small screen by the visionary director of ‘Barfi’ and ‘Life in a Metro.’",2.849,/su1OKx5CiPWnYcFwe1WKaK1hLGZ.jpg,2015-07-06,Stories by Rabindranath Tagore,7.3,6,Stories by Rabindranath Tagore
30,False,/4BUn5Lz4D253d26s03ElqtpgEJ2.jpg,[10764],131589,['MX'],es,Jugando con fuego: Latino,"Singles from Latin America and Spain are challenged to give up sex. But here, abstinence comes with a silver lining: US$100,000.",5.884,/tnW1J8sg0W8WiL9083tSW6K0yL3.jpg,2021-09-15,Too Hot to Handle: Latino,7.3,11,Too Hot To Handle: Latino
31,False,/hVIZRToS7bYZCWsoLbo9S3AhKwJ.jpg,"[35, 10764]",74100,['GB'],en,Jack Whitehall: Travels with My Father,"Comic Jack Whitehall invites his stodgy, unadventurous father to travel with him to odd locations and events in an attempt to strengthen their bond.",4.364,/4YmLWIECW3OE7NiP9uwUK35i2uH.jpg,2017-09-22,Jack Whitehall: Travels with My Father,7.1,35,Jack Whitehall: Travels with My Father
32,False,/pfwk5jSaega5nCcYgEHxpEVRrMv.jpg,"[10764, 99]",127723,['US'],en,The World's Most Amazing Vacation Rentals,"With an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series.",3.592,/8BVUyg7Gh1EixUdmH8hxCwQM26j.jpg,2021-06-18,The World's Most Amazing Vacation Rentals,6.8,10,The World's Most Amazing Vacation Rentals
33,False,/17ie7Zq9eEguE3YJVszKlfCPWPh.jpg,"[35, 16, 18]",61441,['JP'],ja,弱虫ペダル,"Sakamichi Onoda is a wimpy high school freshman who loves anime. He initially wants to enter the anime club, but winds up joining the cycling club after meeting two classmates who are already famous cyclists. He undertakes the grueling training to compete in races, and discovers his own hidden talent in cycling.",53.562,/688PJsb1sVWgosrQCbwT32vJKfI.jpg,2013-10-07,Yowamushi Pedal,7.083,24,Yowamushi Pedal
34,False,/xZUZ9i6vVayjyhR1vRo9Bjku4h.jpg,"[80, 10765]",63174,['US'],en,Lucifer,"Bored and unhappy as the Lord of Hell, Lucifer Morningstar abandoned his throne and retired to Los Angeles, where he has teamed up with LAPD detective Chloe Decker to take down criminals. But the longer he's away from the underworld, the greater the threat that the worst of humanity could escape.",356.519,/ekZobS8isE6mA53RAiGDG93hBxL.jpg,2016-01-25,Lucifer,8.49,13475,Lucifer
35,False,/acDAJE0AUD4rgeHDfl0IPuAj0dc.jpg,[10764],130969,['US'],en,Metal Shop Masters,"A group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize.",1.966,/gZWZxoeTYWEweD2nzUHs75axdLO.jpg,2021-09-10,Metal Shop Masters,6.2,9,Metal Shop Masters
36,False,/rm6zG1gESQT0ww3mp8oUUT5LJBL.jpg,"[16, 10759, 10765]",60572,['JP'],ja,ポケットモンスター,"Join Ash accompanied by his partner Pikachu, as he travels through many regions, meets new friends and faces new challenges on his quest to become a Pokémon Master.",193.257,/rOuGm07PxBhEsK9TaGPRQVJQm1X.jpg,1997-04-01,Pokémon,7.697,1428,Pokémon Master Journeys: The Series
37,False,,[10762],87858,['KR'],ko,띠띠뽀 띠띠뽀,Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,4.153,/mMGUOuV4wmW8QJ5f41jhtZ1ACXU.jpg,2018-01-01,Titipo Titipo,7.0,3,Titipo Titipo
38,False,/ypP3bWe3oNw2tJ2mQQv9UNNCFTJ.jpg,"[10759, 16]",90982,['IN'],hi,Mighty Raju,A four-year-old Raju receives super human strength when his then pregnant mother accidentally consumes a compound created by his scientist father.,1.269,,2015-02-18,Mighty Raju,2.0,1,Mighty Raju
39,False,/qKyJDrIBf24C2WwjpjnuWu3M8fu.jpg,[10765],93811,['BE'],fr,Into the Night,"When the sun suddenly starts killing everything in its path, passengers on an overnight flight from Brussels attempt to survive by any means necessary.",16.995,/na6fk6WculNrUPCPPQSPNjNyjvX.jpg,2020-05-01,Into the Night,7.318,406,Into the Night
40,False,/cbFwjNaxIRyKChXaSRXgnEnhNbh.jpg,[10764],97083,['US'],en,The Circle,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",10.916,/bQRxhfXXsH4ccScOBHs51bgwNe4.jpg,2020-01-01,The Circle,6.918,55,The Circle
41,False,/3twr9PEWUxb6FHVZ8hzOaBpSh8u.jpg,"[16, 10759]",116249,['US'],en,Kid Cosmic,A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone.,10.807,/88HdcCMumGqGAt2kR3vVOr8NYiA.jpg,2021-02-02,Kid Cosmic,8.518,56,Kid Cosmic
42,False,/9Pz1blrXYlkch3TixaXnZSYghK4.jpg,"[16, 10762, 10751]",132983,['GB'],en,Octonauts: Above & Beyond,"The Octonauts expand their exploration beyond the sea -- and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.",6.937,/rqKyiPfa2dbuo9Wowkd3cVNbBYo.jpg,2021-09-07,Octonauts: Above & Beyond,8.4,10,Octonauts: Above & Beyond
43,False,/bpmZTJwyXlK0UfUQplIfnNe7TxN.jpg,"[35, 18]",127108,['FR'],fr,On the Verge,"Four women, a chef, a single mom, an heiress, and a job seeker dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.",7.407,/plN3s9SzplgkFX4kT93ZWIOoCSB.jpg,2021-09-06,On the Verge,5.1,11,On the Verge
44,False,/n3G7vyzJX49zYa9TaJGAhlgEUlo.jpg,[],132997,[],en,Tobot Galaxy Detectives,"Young detective Tyler King tackles all kinds of mysteries with his friends, the Galaxy Detectives.",1.691,/wX6g2XRuTCVWgiQGFzJimphwoWb.jpg,2021-09-07,Tobot Galaxy Detectives,2.0,1,Tobot Galaxy Detectives
45,False,/l3s4EvtKeg0fzjyUvypt8cm7IZD.jpg,[99],130521,['US'],en,Countdown: Inspiration4 Mission to Space,"From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.",5.144,/4YPsoGDNigrnfr02MHehlLbxBiK.jpg,2021-09-06,Countdown: Inspiration4 Mission to Space,6.714,63,Countdown: Inspiration4 Mission to Space
46,False,/fLn6AM7jUpXNrUOoAAJuHXaI9En.jpg,"[16, 10762]",45039,['KR'],ko,꼬마버스 타요,"Tayo the Little Bus is a South Korean computer-generated animated television series created by Educational Broadcasting System, Iconix Entertainment, Seoul and Hot Animation which is owned by HiT Entertainment. The Korean-dubbed series began airing on EBS in 2010 and the English-dubbed series aired on Disney Junior in 2012. The latter is also scheduled to air on Disney Channel and Cartoonito in 2013. The narrator of the UK series is Michael Angelis who also narrates the UK series of Thomas & Friends.",11.531,/3sgqddHaU7Ww76hGVlT3utyvGrz.jpg,2010-08-23,Tayo the Little Bus,5.25,4,Tayo the Little Bus
47,False,/uqtyZWpy0obdqt93bhXgsQJaIEW.jpg,[35],62875,['US'],en,BUNK'D,"Siblings Emma, Ravi, and Zuri Ross leave their extravagant New York City penthouse once again to return to Camp Kikiwaka, a rustic summer camp in Maine where their parents met as teenagers.",89.655,/dVhaUpycbqzyG0G4G5d2cnaL41t.jpg,2015-07-31,BUNK'D,7.2,97,Bunk'd
48,False,/wwxRZk3wsnC3HsO0nfDxXM5shDV.jpg,[18],131830,['AU'],en,Dive Club,"On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing.",3.965,/n0pmXgbBepjIcE93g5OeqdCfZ60.jpg,2021-05-29,Dive Club,6.267,15,Dive Club
49,False,/gFZriCkpJYsApPZEF3jhxL4yLzG.jpg,"[80, 18]",71446,['ES'],es,La Casa de Papel,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.",60.721,/reEMJA1uzscCbkpeRJeTT2bjqUp.jpg,2017-05-02,Money Heist,8.262,17503,La casa de papel
50,False,/gk1enrMtCVABqJd4ujVwIIeswTT.jpg,[99],132719,['ES'],es,La Casa de Papel: de Tokio a Berlín,"The filmmakers and actors behind ""Money Heist"" characters like Tokyo and the Professor talk about the emotional and artistic process of filming Money Heist.",45.602,/7YuQcbPXgk6CP75TOeCY4VGkJgt.jpg,2021-09-03,Money Heist: From Tokyo to Berlin,7.745,139,Money Heist: From Tokyo to Berlin
51,False,/z0RaSf4tAvugf832rIaaGkwJRXF.jpg,"[16, 35, 10751, 10762]",130688,"['US', 'SG']",en,Sharkdog,"10 year old Max and his best friend Sharkdog - half shark, half dog, all appetite. Blissfully unaware of his own strength, stealth and general sharkiness, Sharkdog often leaves a trail of chaos in his wake.",16.636,/cdkeBd7XZ6CmSE1a36rGG4bjqbb.jpg,2021-09-03,Sharkdog,8.429,14,Sharkdog
52,False,/b9VT2TkyXHrLjn4n6aMKs5FTigz.jpg,[16],153567,[],en,Heroes of Goo Jit Zu,"After a meteor crash, a group of zoo animals transforms into squishy, gooey and stretchy superheroes with special powers and soon takes on evildoers.",0.693,/zX5K7boEG2hlzeTt4rMSoaGnOpB.jpg,2019-06-27,Heroes of Goo Jit Zu,0.0,0,Heroes of Goo Jit Zu
53,False,/epq6I0AwVaHldCrQ6xJ5ZsAyHCF.jpg,"[10765, 18, 35]",90447,['KR'],ko,호텔 델루나,"The Hotel Del Luna, located in Seoul, is not like any other hotel: its clients are all ghosts. Jang Man-wol, stuck in the hotel for the past millennium, meets Goo Chan-sung, the new manager.",25.258,/8bizZsXoAsOTbhyFKfBogC8mgG2.jpg,2019-07-12,Hotel Del Luna,8.591,457,Hotel Del Luna
54,False,/aOkFlPc8qvXU0k5zUw7pg723ip1.jpg,"[16, 10759, 10765, 10751, 10762]",19845,['KR'],ko,뽀롱뽀롱 뽀로로,"Fun adventures await in the forest named Porong Porong Village where Pororo and friends live. New friends show up in the village and many exciting things happen in the forest. Our playful little gentoo penguin Pororo, naughty spinosaurus Crong, sweet and lovely American beaver Loopy, cheerful and sporty Adélie penguin girl Petty, clever fennec fox Eddy, strong minikaniko Rody, trustworthy polar bear Poby, happy-go-lucky hummingbird Harry, magical dragon wizard Tong-Tong, and a red sedan car Tu-Tu live in this snow-covered wonderland.",11.077,/oD2r5c3IG4C6RDx847tG8OtLutK.jpg,2003-11-27,Pororo the Little Penguin,6.667,6,Pororo - The Little Penguin
55,False,/fQVsBMrzCIImbEXrlWXu8YHoqik.jpg,"[16, 35, 10759]",128036,['US'],en,Q-Force,"A gay superspy and his scrappy LGBTQ squad fight to prove themselves to the agency that underestimated them. Today, West Hollywood… tomorrow, the world!",15.777,/30m8oSz46yESF57ihmWMIwneG7d.jpg,2021-09-02,Q-Force,7.005,101,Q-Force
56,False,/j1k6NDqbhgY1Ljua3fv1HvyjlcI.jpg,"[16, 10759]",128362,['TW'],zh,勇者動畫系列,"An adaption of Taiwanese comic series, Brave Animated Series. The comic artist of this series uses black humor to elaborate social issues, and its storytelling is very into the taste of the younger generation. This program is integrated with multiple resources like TV and music production.

In a world full of discrimination and hatred, stereotype is no longer what it really is. The braves believe that only when the evil is defeated, will the world comes with peace. Yet the braves realize that they are not standing on the side of justice.",4.584,/t00ypY8GvAns0913KRD9j8P6l6t.jpg,2021-07-04,Brave Animated Series,5.0,3,Brave Animated Series
57,False,/lWcRwNF4ekO54AYkBghkX6Jizms.jpg,[10764],132012,[],en,How to Be a Cowboy,"Dale Brisby uses social media savvy and rodeo skills to keep cowboy traditions alive and now he's teaching the world how to cowboy right, ol' son.",1.685,/kJjlR9PPU4vIUI1rzqXlKSD3oaO.jpg,2021-09-01,How to Be a Cowboy,6.0,2,How to Be a Cowboy
58,False,/3UXs5e4POTEhSWbZlfEy54ybRP8.jpg,[35],132940,[],en,HQ Barbers,"When a family run barber shop in the heart of Lagos is threatened by real estate developers, they'll do whatever it takes to stay in business.",0.65,/d6JdMm0tRxkZKhuhfkVAETVAgPd.jpg,2021-09-01,HQ Barbers,1.0,1,HQ Barbers
59,False,/3WJYqTstPAPBIYIxFxHT6QXCPhv.jpg,"[16, 10762]",80751,"['RU', 'US']",en,Kid-E-Cats,"Cookie, Pudding and Candy are kitten siblings whose favorite things are sweet treats and letting their curiosity lead them on adventures in learning.",1.466,/stLPHikC4G3WU1yzCzLlr0Xs98O.jpg,2016-06-14,Kid-E-Cats,0.0,0,Kid-E-Cats
60,False,/l4b42IaNVU2ZbdzjlaPmfFjqosV.jpg,"[16, 35]",45783,['JP'],ja,黒子のバスケ,"In the story, Kagami Taiga has just enrolled into Seirin High School when he meets Kuroko Tetsuya of the school's basketball team. Kuroko happens to be the shadowy sixth member of the legendary Generation of Miracles basketball team. Together, Kagami and Kuroko aim to take their team to the inter-high school championship - against Kuroko's former teammates.",58.796,/5CEIm6RPRU9iy4jBpfreUwJkydv.jpg,2012-04-08,Kuroko's Basketball,8.546,492,Kuroko's Basketball
61,False,/5oJ2Uyl3Q2kVuoaBOwwjukXY3Di.jpg,[35],3484,['US'],en,Major Dad,"Major Dad is an American sitcom created by Richard C. Okie and John G. Stephens, developed by Earl Pomerantz, that originally ran from 1989 to 1993 on CBS, starring Gerald McRaney as Major John D. MacGillis and Shanna Reed as his wife Polly. The cast also includes Beverly Archer, Matt Mulhern, Jon Cypher, Marisa Ryan, Nicole Dubuc and Chelsea Hertford.",6.456,/qOFp3vszwK8qQ24JvytgvalURUi.jpg,1989-09-17,Major Dad,6.684,19,Major Dad
62,False,,"[35, 80]",113886,['CL'],es,Los Carcamales,Three friends in their 70s step out of retirement to become a band of outlaws whose mission is to help those let down by the justice system.,1.262,/myx0j5Py4X0Y2NtRDiie17xHvrO.jpg,2020-12-27,Oldsters,2.0,1,Oldsters
63,False,/pxhxhEKJXznWEavLXJWUxxxdo2X.jpg,"[99, 10768]",131651,['US'],en,Turning Point: 9/11 and the War on Terror,"Modern history can be divided into two time frames: before 9/11 and after 9/11. This five-part docuseries is a cohesive chronicle of the September 11, 2001 attacks on the U.S., offering illuminating perspectives and personal stories of how the catastrophic events of that day changed the course of the nation.",8.595,/jZsV8GInbLWcAX3mAFxE6gE8bTR.jpg,2021-09-01,Turning Point: 9/11 and the War on Terror,7.173,75,Turning Point: 9/11 and the War on Terror
64,False,/9c1lWjsDaa9djmV2sazuCTycu3r.jpg,"[10764, 99]",130245,[],en,Sparking Joy with Marie Kondo,"In this reality series, Marie Kondo brings her joyful tidying tactics to people struggling to balance work and home life and shares her own world.",2.346,/wkj1lWFFj7JXw49epNUgb2Vi4w1.jpg,2021-08-31,Sparking Joy with Marie Kondo,6.96,25,Sparking Joy
65,False,/2avhn5tACIdOp9F5EhNytbChJib.jpg,"[35, 18]",128883,['KR'],ko,갯마을 차차차,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",23.182,/en6lrlJ1DhyvkeZEqrk3R6EJz1p.jpg,2021-08-28,Hometown Cha-Cha-Cha,8.2,411,Hometown Cha-Cha-Cha
66,False,/xJKOpSwKTZWjSFtHwlhI4g3jxKu.jpg,"[35, 10751]",132262,['JP'],ja,極工夫道,A tough guy with a knack for housework tackles household tasks with meticulous care in these comedic live-action vignettes.,1.794,/9YsqAxuLUxCsJ2maSnHdEmCils2.jpg,2021-08-29,The Ingenuity of the Househusband,6.167,9,The Ingenuity of the Househusband
